habitat,ranch,plot,plotID,bdffp_reserve_no,HA_ID_Number,tag_number,row,column,year,code,notes,sdlg_status,survey_status,treefall_status,adult_recruit,duplicate_tag
CF,EST,5756,CF-3,1501,3901,94,B,7,1999,under treefall (80),NA,NA,NA,under treefall (80),NA,NA
CF,EST,5756,CF-3,1501,3902,95,B,7,1999,under treefall (80),NA,NA,NA,under treefall (80),NA,NA
CF,EST,5756,CF-3,1501,3905,98,B,7,1999,under treefall (80),NA,NA,NA,under treefall (80),NA,NA
CF,EST,5756,CF-3,1501,3908,101,B,6,1999,under treefall (80),NA,NA,NA,under treefall (80),NA,NA
CF,EST,5756,CF-3,1501,4090,287,A,5,1999,under treefall (80),NA,NA,NA,under treefall (80),NA,NA
CF,EST,5756,CF-3,1501,4225,426,B,7,1999,under treefall (80),NA,NA,NA,under treefall (80),NA,NA
CF,EST,5756,CF-3,1501,4233,434,B,7,1999,under treefall (80),NA,NA,NA,under treefall (80),NA,NA
CF,EST,5756,CF-3,1501,4248,449,B,8,1999,under treefall (80),NA,NA,NA,under treefall (80),NA,NA
CF,EST,5756,CF-3,1501,4271,472,B,7,1999,under treefall (80),NA,NA,NA,under treefall (80),NA,NA
CF,EST,5756,CF-3,1501,3902,95,B,7,2000,under treefall (80),NA,NA,NA,under treefall (80),NA,NA
CF,EST,5756,CF-3,1501,3905,98,B,7,2000,under treefall (80),NA,NA,NA,under treefall (80),NA,NA
CF,EST,5756,CF-3,1501,3998,194,A,4,2000,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4044,240,D,2,2000,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4090,287,A,5,2000,under treefall (80),NA,NA,NA,under treefall (80),NA,NA
CF,EST,5756,CF-3,1501,4137,334,A,5,2000,under treefall (80),NA,NA,NA,under treefall (80),NA,NA
CF,EST,5756,CF-3,1501,4202,403,B,6,2000,under treefall (80),NA,NA,NA,under treefall (80),NA,NA
CF,EST,5756,CF-3,1501,4206,407,A,6,2000,under treefall (80),NA,NA,NA,under treefall (80),NA,NA
CF,EST,5756,CF-3,1501,4225,426,B,7,2000,under treefall (80),NA,NA,NA,under treefall (80),NA,NA
CF,EST,5756,CF-3,1501,4248,449,B,8,2000,under treefall (80),NA,NA,NA,under treefall (80),NA,NA
CF,EST,5756,CF-3,1501,4271,472,B,7,2000,under treefall (80),NA,NA,NA,under treefall (80),NA,NA
CF,EST,5756,CF-3,1501,4285,486,D,8,2000,under treefall (80),NA,NA,NA,under treefall (80),NA,NA
CF,EST,5756,CF-3,1501,4306,507,D,8,2000,under treefall (80),NA,NA,NA,under treefall (80),NA,NA
CF,EST,5756,CF-3,1501,4316,517,E,8,2000,under treefall (80),NA,NA,NA,under treefall (80),NA,NA
CF,EST,5756,CF-3,1501,4326,527,E,8,2000,under treefall (80),NA,NA,NA,under treefall (80),NA,NA
CF,EST,5756,CF-3,1501,4397,598,D,5,2000,under treefall (80),NA,NA,NA,under treefall (80),NA,NA
CF,EST,5756,CF-3,1501,4464,665,A,2,2000,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4679,880,E,8,2000,under treefall (80),NA,NA,NA,under treefall (80),NA,NA
CF,EST,5756,CF-3,1501,4128,325,A,5,2001,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,3820,15,A,5,2002,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,3832,26,A,5,2002,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,3844,37,D,3,2002,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,3877,70,B,5,2002,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,3901,94,B,7,2002,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,3916,109,C,8,2002,under treefall (80),NA,NA,NA,under treefall (80),NA,NA
CF,EST,5756,CF-3,1501,3921,114,A,3,2002,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,3922,115,C,8,2002,under treefall (80),NA,NA,NA,under treefall (80),NA,NA
CF,EST,5756,CF-3,1501,3983,179,B,1,2002,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,3997,193,A,3,2002,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4007,203,C,1,2002,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4053,249,D,2,2002,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4078,274,E,3,2002,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4080,276,E,4,2002,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4088,284,C,3,2002,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4092,289,A,3,2002,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4093,290,A,5,2002,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4129,326,A,5,2002,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4137,334,A,5,2002,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4149,347,E,6,2002,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4162,360,C,1,2002,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4175,374,E,6,2002,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4181,380,B,5,2002,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4192,391,C,5,2002,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4195,394,B,5,2002,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4218,419,B,5,2002,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4229,430,D,7,2002,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4249,450,E,7,2002,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4323,524,E,9,2002,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4341,542,A,4,2002,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4364,565,D,8,2002,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4386,587,D,8,2002,under treefall (80),NA,NA,NA,under treefall (80),NA,NA
CF,EST,5756,CF-3,1501,4396,597,E,3,2002,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4397,598,D,5,2002,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4398,599,C,4,2002,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4515,716,C,6,2002,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4524,725,E,4,2002,under treefall (80),NA,NA,NA,under treefall (80),NA,NA
CF,EST,5756,CF-3,1501,4526,727,D,1,2002,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4542,743,D,6,2002,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4545,746,D,8,2002,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4625,826,A,5,2002,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4647,848,C,8,2002,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4651,852,C,1,2002,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4679,880,E,8,2002,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4739,939,D,10,2002,under treefall (80),NA,NA,NA,under treefall (80),NA,NA
CF,EST,5756,CF-3,1501,3837,30,A,4,2003,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,3877,70,B,5,2003,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,3985,181,A,3,2003,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4038,234,D,2,2003,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4084,280,A,5,2003,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4212,413,C,10,2003,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4386,587,D,8,2003,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,3893,86,C,8,2004,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,3894,87,B,7,2004,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,3901,94,B,7,2004,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,3925,118,E,9,2004,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,3949,143,A,4,2004,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4017,213,A,1,2004,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4019,215,A,2,2004,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4030,226,D,1,2004,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4082,278,A,5,2004,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4157,355,E,7,2004,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4185,384,A,5,2004,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4202,403,B,6,2004,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4215,416,B,6,2004,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4226,427,C,9,2004,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4238,439,C,6,2004,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4253,454,C,10,2004,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4269,470,B,9,2004,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4331,532,A,6,2004,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4351,552,D,7,2004,under treefall (80),NA,NA,NA,under treefall (80),NA,NA
CF,EST,5756,CF-3,1501,4389,590,A,7,2004,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4483,684,E,1,2004,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4505,706,C,3,2004,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4656,857,B,7,2004,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4700,901,A,6,2004,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4708,909,A,6,2004,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4714,915,A,6,2004,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4799,999,A,6,2004,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4832,1234,C,2,2004,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4833,1235,B,6,2004,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,3897,90,B,6,2005,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,3901,94,B,7,2005,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,3916,109,C,8,2005,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,3928,121,A,2,2005,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,3944,138,A,3,2005,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4061,257,E,2,2005,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4100,297,A,6,2005,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4108,305,A,5,2005,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4169,368,E,7,2005,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4181,380,B,5,2005,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4185,384,A,5,2005,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4192,391,C,5,2005,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4253,454,C,10,2005,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4389,590,A,7,2005,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4426,628,E,2,2005,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4542,743,D,6,2005,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4641,842,B,7,2005,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4656,857,B,7,2005,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4688,889,D,10,2005,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4777,977,E,6,2005,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4913,1613,E,2,2005,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,3820,15,A,5,2006,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,3835,29,E,2,2006,2x in field (200),NA,NA,NA,NA,NA,NA
CF,EST,5756,CF-3,1501,3857,50,A,2,2006,under treefall (80),NA,NA,NA,under treefall (80),NA,NA
CF,EST,5756,CF-3,1501,3912,105,C,9,2006,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,3914,107,D,8,2006,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,3930,123,A,2,2006,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,3934,127,A,2,2006,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,3936,129,A,3,2006,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,3952,146,A,2,2006,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,3965,160,B,2,2006,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,3968,163,D,1,2006,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,3974,170,B,3,2006,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,3982,178,A,4,2006,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,3990,186,A,2,2006,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,3997,193,A,3,2006,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4088,284,C,3,2006,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4113,310,A,4,2006,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4146,344,B,5,2006,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4181,380,B,5,2006,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4192,391,C,5,2006,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4215,416,B,6,2006,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4253,454,C,10,2006,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4272,473,A,10,2006,under litter (70),NA,NA,NA,under litter (70),NA,NA
CF,EST,5756,CF-3,1501,4296,497,C,9,2006,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4299,500,D,9,2006,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4331,532,A,6,2006,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4444,646,A,2,2006,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4641,842,B,7,2006,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4738,938,C,8,2006,under litter (70),NA,NA,NA,under litter (70),NA,NA
CF,EST,5756,CF-3,1501,4882,1283,B,4,2006,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4926,1626,A,2,2006,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,3818,13,A,2,2007,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,3839,32,C,2,2007,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,3857,50,A,2,2007,under treefall (80),NA,NA,NA,under treefall (80),NA,NA
CF,EST,5756,CF-3,1501,3907,100,D,7,2007,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,3912,105,C,9,2007,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,3928,121,A,2,2007,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4115,312,E,3,2007,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4147,345,B,5,2007,resprouting (10),NA,NA,NA,NA,NA,NA
CF,EST,5756,CF-3,1501,4215,416,B,6,2007,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4221,422,B,6,2007,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4253,454,C,10,2007,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4389,590,A,7,2007,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4411,613,C,1,2007,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4415,617,A,2,2007,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4641,842,B,7,2007,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4656,857,B,7,2007,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4748,948,D,9,2007,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4882,1283,B,4,2007,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4957,1656,D,7,2007,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4803,1203,C,7,2008,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4824,1224,A,3,2008,resprouting (10),NA,NA,NA,NA,NA,NA
CF,EST,5756,CF-3,1501,4936,1636,D,9,2008,resprouting (10),NA,NA,NA,NA,NA,NA
CF,EST,5756,CF-3,1501,3830,24,D,3,2009,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,3911,104,B,5,2009,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,3917,110,C,8,2009,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,3923,116,C,9,2009,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,3973,169,A,4,2009,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4036,232,E,1,2009,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4045,241,E,1,2009,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4114,311,A,4,2009,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4119,316,A,4,2009,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4177,376,D,5,2009,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4192,391,C,5,2009,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4228,429,B,7,2009,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4365,566,B,4,2009,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4435,637,A,2,2009,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4459,660,D,2,2009,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4524,725,E,4,2009,dried (7),NA,NA,NA,NA,NA,NA
CF,EST,5756,CF-3,1501,4534,735,B,3,2009,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4664,865,A,7,2009,dried (7),NA,NA,NA,NA,NA,NA
CF,EST,5756,CF-3,1501,4673,874,D,2,2009,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4690,891,E,9,2009,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4863,1266,B,7,2009,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,4980,1679,C,2,2009,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,EST,5756,CF-3,1501,5035,1737,A,1,2009,dried (7),NA,NA,NA,NA,NA,NA
CF,PAL,CaboFrio-CF,CF-6,3402,5256,111,A,10,2002,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,PAL,CaboFrio-CF,CF-6,3402,5287,142,B,9,2002,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,PAL,CaboFrio-CF,CF-6,3402,5330,186,D,7,2002,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,PAL,CaboFrio-CF,CF-6,3402,5377,234,B,8,2002,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,PAL,CaboFrio-CF,CF-6,3402,5406,263,B,10,2002,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,PAL,CaboFrio-CF,CF-6,3402,5466,323,B,2,2002,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,PAL,CaboFrio-CF,CF-6,3402,5251,106,E,4,2004,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,PAL,CaboFrio-CF,CF-6,3402,5277,132,B,9,2004,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,PAL,CaboFrio-CF,CF-6,3402,5286,141,A,10,2004,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,PAL,CaboFrio-CF,CF-6,3402,5350,206,A,10,2004,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,PAL,CaboFrio-CF,CF-6,3402,5362,218,B,7,2004,under litter (70),NA,NA,NA,under litter (70),NA,NA
CF,PAL,CaboFrio-CF,CF-6,3402,5377,234,B,8,2004,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,PAL,CaboFrio-CF,CF-6,3402,5403,260,B,8,2004,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,PAL,CaboFrio-CF,CF-6,3402,5405,262,A,9,2004,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,PAL,CaboFrio-CF,CF-6,3402,5436,293,B,8,2004,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,PAL,CaboFrio-CF,CF-6,3402,5463,320,A,5,2004,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,PAL,CaboFrio-CF,CF-6,3402,5470,327,C,4,2004,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,PAL,CaboFrio-CF,CF-6,3402,5482,339,C,5,2004,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,PAL,CaboFrio-CF,CF-6,3402,5484,341,A,10,2004,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,PAL,CaboFrio-CF,CF-6,3402,5531,389,D,1,2004,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,PAL,CaboFrio-CF,CF-6,3402,5251,106,E,4,2005,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,PAL,CaboFrio-CF,CF-6,3402,5256,111,A,10,2005,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,PAL,CaboFrio-CF,CF-6,3402,5378,235,B,1,2005,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
CF,PAL,CaboFrio-CF,CF-6,3402,5484,341,A,10,2005,under branchfall (90),NA,NA,NA,under branchfall (90),NA,NA
